index,Unnamed: 0,platform,title,description,keywords,htext,params,wiki,alltext,jscheck,docscheck,blogscheck,commcheck,category
1007,1007,zapier.com,The best apps. Better together. - Zapier,Zapier makes it easy to automate tasks between web apps.,"zapier, web apps, automation, syncing, integrations","Easy automation for busy people. Zapier moves info between your web apps automatically, so you can focus on your most important work. Connect Your Apps and Automate Workflows ",/engineering/react-js-tutorial-guide-gotchas/,,  gotchas makes guide best syncing react important connect js automatically busy focus tutorial people apps integrations workflows engineering together info better automation tasks moves zapier automate easy work web,0,0,0,0,PACKAGE
1008,1008,gomakethings.com,Go Make Things,I help beginners master vanilla JavaScript, ,"I create pocket guides, write a daily newsletter, provide mentoring, give talks, share articles, and open source code. Hi, I’m Chris Ferdinandi. I help people learn vanilla JavaScript. Get Daily Developer Tips ",/a-native-javascript-equivalent-of-jquerys-ready-method/,,  ferdinandi mentoring provide code go tips articles vanilla method developer pocket people guides write newsletter help beginners things share jquerys source create javascript chris get ready open talks hi make give learn master equivalent daily native,0,0,0,0,TRAINING
1009,1009,rgb.to, , , , ,/html-color-names/1,"The RGB color model is an additive color model in which red, green and blue light are added together in various ways to reproduce a broad array of colors. The name of the model comes from the initials of the three additive primary colors, red, green and blue.",  names html color,0,0,0,0,REPL
1010,1010,forum.ionicframework.com,Ionic,The official Ionic Framework Forum. Ionic is an advanced HTML5 mobile app development framework that makes it easy to build high quality native and progressive web apps with the web development skills you already have., ,"Powered by Discourse, best viewed with JavaScript enabled ",/t/how-change-css-dinamically-by-orientation-device/41824/2,"Shabbat.com is an online social network service aimed at the Jewish community. Shabbat.com connects users with ""Hosts"" for Shabbat as well as serving as an online dating platform and social network. Currently the site claims 100,000 members.",  app makes skills best html5 css orientation official viewed framework development apps device advanced powered build ionic javascript mobile enabled high forum dinamically discourse already quality easy progressive change native web,0,0,0,1,COMMUITY
1011,1011,lunrjs.com,"Lunr: A bit like Solr, but much smaller and not as bright", , ,"Designed to be small, yet full featured, Lunr enables you to provide a great search experience without the need for external, server-side, search services. Lunr Search made simple ",/,,  lunr solr much services side yet designed small full need smaller experience made great enables without simple like server bright provide bit search external featured,1,0,0,0,PACKAGE
1014,1014,augury.angular.io,Angular Augury,, ,Augury is the most used Google Chrome Developer Tool extension for debugging and profiling Angular 2 applications. ,/,"'Angular (commonly referred to as ""Angular 2+"" or ""Angular 2"") is a TypeScript-based open-source front-end web application platform led by the Angular Team at Google and by a community of individuals and corporations to address all of the parts of the developer''s workflow while building complex web applications. Angular is a complete rewrite from the same team that built AngularJS.'",  augury tool chrome profiling angular applications used google extension developer debugging,0,0,0,0,PACKAGE
1017,1017,twitter.com,Twitter. Wat er gebeurt.,"Van het laatste nieuws en entertainment tot sport en politiek, je leest het hele verhaal met al het live commentaar.", ,"Als je dit niet kunt inschakelen in de voorkeuren van je browser, probeer dan onze mobiele site. Wat houdt je bezig? ",/mongoosejs,"Twitter () is an online news and social networking service where users post and interact with messages, ""tweets"", restricted to 140 characters. Registered users can post tweets, but those who are unregistered can only read them. Users access Twitter through its website interface, SMS or a mobile device app. Twitter Inc. is based in San Francisco, California, United States, and has more than 25 offices around the world.",  wat dit als met twitter het er verhaal niet bezig mongoosejs browser de laatste commentaar houdt je entertainment inschakelen site tot politiek live voorkeuren en probeer nieuws dan onze kunt gebeurt leest van mobiele sport hele,0,0,0,0,COMMUITY
1018,1018,reactivex.io, , , , ,/rxjs/,,  rxjs,0,0,0,0,PACKAGE
1019,1019,cli.angular.io,Angular CLI,, ,"The Angular CLI makes it easy to create an application that already works, right out of the box. It already follows our best practices! ",/,"'Angular (commonly referred to as ""Angular 2+"" or ""Angular 2"") is a TypeScript-based open-source front-end web application platform led by the Angular Team at Google and by a community of individuals and corporations to address all of the parts of the developer''s workflow while building complex web applications. Angular is a complete rewrite from the same team that built AngularJS.'",  create box easy works makes follows application best practices already angular right cli,0,0,0,0,PACKAGE
1020,1020,bookshelfjs.org, , , , ,/,, ,1,0,0,0,PACKAGE
1021,1021,stepansuvorov.com, , , , ,/blog/2014/04/jquery-put-and-delete/,,  blog jquery delete put,0,0,0,0,NEWS
1023,1023,docs.oracle.com,Moved, , , ,/javase/specs/jls/se7/html/jls-10.html,Oracle Enterprise Manager (OEM or EM) is a set of web-based tools aimed at managing software and hardware produced by Oracle Corporation as well as by some non-Oracle entities.,  html se7 moved javase jls specs,0,1,0,0,DOCS
1024,1024,www.webplaces.com, , , , ,/html/sounds.htm,,  html sounds htm,0,0,0,0,SENGINE
1026,1026,learn.**vanillaJS**.com, , , , ,/,, ,0,0,0,0,NOCLASS
1027,1027,koop4.github.io, Rob.dll Portfolio , , ,Rob here. ,/css/style_smartphone.css,"GitHub is a web-based Git or version control repository and Internet hosting service. It is mostly used for code. It offers all of the distributed version control and source code management (SCM) functionality of Git as well as adding its own features. It provides access control and several collaboration features such as bug tracking, feature requests, task management, and wikis for every project.",  portfolio style dll rob smartphone css,0,0,0,0,NEWS
1028,1028,insights.dice.com,403 Forbidden, , ,403 Forbidden ,/2017/07/14/4-tech-jobs-most-threatened-by-a-i/,,  threatened forbidden jobs tech,0,0,0,0,NEWS
1029,1029,hashnode.com,Hashnode: Premier social network for software developers,"Hashnode is a social network of programmers (a.k.a. software developers) to converse, connect, and share ideas on a global scale. Meet like minded developers and help each other.", ,How it works: A place to share and grow your programming knowledge 180k+ active developers 🎉 ,/post/really-responsive-tables-using-css3-flexbox-cijzbxd8n00pwvm53sl4l42cx,,  k minded hashnode really responsive global meet converse share connect works premier social help tables knowledge using programmers scale place flexbox developers programming post like ideas grow software cijzbxd8n00pwvm53sl4l42cx active network css3,0,0,0,0,NEWS
1030,1030,codetheory.in,Code Theory – Web and Mobile Development articles,Web and Mobile Development articles,"game development, mobile development, random, roundups, tools & tips, web development",Web and Mobile Development articles Code Theory My Experience With Newor Media ,/parse-read-excel-files-xls-xlsx-javascript/,,  xls game development read javascript tips experience articles files mobile media xlsx excel code theory tools parse roundups random web newor,0,0,0,0,NEWS
1033,1033,jamesknelson.com, , , , ,/react-js-by-example-interacting-with-the-dom/,,  interacting js example dom react,0,0,0,0,NEWS
1034,1034,davetayls.me,"Dave Taylor (davetayls) Front-End Developer | Dave Taylor Frontend Developer, Lead, Mentor","Frontend leadership, Frontend architecture, HTML(5), JavaScript (OOJS, ES6, TypeScript), CSS (BEM, Less, SASS, Stylus), Testable Code (Mocha, Sinon, Chai, Karma), NodeJs (Express, Mongoose) , Cloud Applications (Heroku, S3, Azure)","Dave Taylor, David Taylor, Frontend leadership, Frontend architecture, HTML(5), JavaScript (OOJS, ES6, TypeScript), CSS (BEM, Less, SASS, Stylus), Testable Code (Mocha, Sinon, Chai, Karma), NodeJs (Express, Mongoose) , Cloud Applications (Heroku, S3, Azure)","Building a great product is about meeting a need. Frontend Developer, Lead, Mentor Senior HTML5 Development ",/jquery.kinetic/,,  bem typescript lead meeting development mongoose javascript less davetayls html s3 taylor david stylus dave express mocha heroku product sinon need testable cloud architecture css oojs great karma applications mentor code azure jquery senior building kinetic front sass leadership html5 chai es6 developer end frontend nodejs,0,0,0,0,NEWS
1035,1035,redvinestudio.com,"Web Design / Development, Web Marketing and Consulting: red vine web studio - St. Augustine, Florida","It’s getting harder and harder for you to separate your business from the pack online, but it’s not time to give up. It’s time to do something about it. Contact red vine today to learn how!", ,"It’s getting harder and harder to separate your business from the pack on the web, but it’s not time to give up. It’s not time to do just the bare minimum. Blog Design & Development ",/how-to-make-a-menu-fade-in-on-scroll-using-jquery/,,  business development florida separate st pack marketing using online consulting fade vine blog scroll jquery red studio time make getting augustine today something bare web give harder minimum menu learn contact design,0,0,0,0,BUSINESS
1036,1036,www.mazda3.ca, , , , ,/en/sedan/json/data.json,,  en json data sedan,0,0,0,0,BUSINESS
1037,1037,www.jquery-backstretch.com, , , , ,/,, ,0,0,0,0,PACKAGE
1038,1038,phantomjs.org, , , , ,/,"'PhantomJS is a scripted, headless browser used for automating web page interaction. PhantomJS provides a JavaScript API enabling automated navigation, screenshots, user behavior and assertions making it a common tool used to run browser-based unit tests in a headless system like a continuous integration environment. PhantomJS is based on WebKit making it a similar browsing environment to Safari and Google Chrome (before Chrome''s fork of WebKit evolved into Blink). It is open-source software released under the BSD License.'", ,1,0,0,0,PACKAGE
1039,1039,www.useragentman.com, , , , ,/blog/2011/01/07/css3-matrix-transform-for-the-mathematically-challenged/,,  blog transform css3 mathematically matrix challenged,0,0,0,0,NEWS
1040,1040,foundation.zurb.com,Foundation | The most advanced responsive front-end framework in the world., , ,"'Foundation for Sites is jam-packed with features to help people rapidly build content-focused websites. Foundation for Sites provides you with HTML, CSS, & JavaScript to help you quickly prototype. It''s easy to customize & extend to get your project polished & shipped. Foundation The most advanced responsive front-end framework in the world. '",/sites/docs/installation.html,"Foundation is a responsive front-end framework. Foundation provides a responsive grid and HTML and CSS UI components, templates, and code snippets, including typography, forms, buttons, navigation and other interface elements, as well as optional functionality provided by JavaScript extensions. Foundation is maintained by ZURB and is an open source project.",  jam advanced docs responsive framework content javascript foundation get html easy project sites help focused rapidly build websites css shipped provides customize people quickly features prototype front polished packed world installation end extend,0,0,0,0,PACKAGE
1041,1041,codyhouse.co,"CodyHouse - Free HTML, CSS, JS nuggets",A free library of HTML/CSS/Javascript resources to boost your web projects and learn new tricks.,"HTML, CSS,  JS, responsive, coded, snippet","© 2017 CodyHouse. By Amber Creative. A free library of HTML, CSS, JS nuggets Latest resources ",/gem/css-mega-site-navigation/,,  library projects responsive resources javascript html gem navigation latest mega tricks free css nuggets coded codyhouse new snippet site creative boost js amber web learn,0,0,0,0,PACKAGE
